Data,Quantidade,Cod_produto,Valor,Cod_vendedor
2023-12-15,70,10,2937,3
2023-12-31,32,6,3962,2
2023-03-26,77,7,3625,1
2023-02-26,68,2,155,1
2023-07-25,45,4,3473,3
2023-07-15,70,8,4531,5
2023-05-15,78,2,155,4
2023-04-23,34,10,2937,4
2023-08-07,37,5,2615,3
2023-08-14,61,6,3962,2
2023-03-05,31,6,3962,4
2023-05-15,11,10,2937,2
2023-07-30,76,10,2937,5
2023-04-06,15,9,4563,5
2023-03-22,83,3,757,5
2023-01-28,75,1,4989,4
2023-12-11,77,3,757,1
2023-06-15,36,6,3962,4
2023-09-14,56,7,3625,2
2023-10-25,42,3,757,2
2023-09-21,82,8,4531,3
2023-04-30,57,8,4531,4
2023-01-30,7,9,4563,2
2023-11-02,13,4,3473,2
2023-07-23,97,9,4563,1
2023-01-09,70,1,4989,3
2023-12-07,70,9,4563,3
2023-05-06,19,6,3962,5
2023-05-26,66,4,3473,3
2023-09-01,35,8,4531,2
2023-03-20,21,3,757,1
2023-07-20,7,3,757,3
2023-08-20,4,10,2937,1
2023-07-05,2,8,4531,5
2023-04-23,8,2,155,2
2023-06-17,9,4,3473,2
2023-09-15,27,7,3625,1
2023-05-28,6,2,155,4
2023-06-27,18,8,4531,3
2023-08-08,95,10,2937,4
2023-08-28,25,9,4563,3
2023-03-22,75,10,2937,5
2023-03-22,48,2,155,2
2023-12-04,1,6,3962,5
2023-09-17,67,8,4531,3
2023-08-29,50,5,2615,1
2023-11-17,56,2,155,4
2023-01-25,50,1,4989,3
2023-09-06,67,1,4989,5
2023-08-28,5,3,757,4
2023-05-16,49,8,4531,3
2023-09-21,97,1,4989,4
2023-07-09,40,8,4531,5
2023-06-29,31,7,3625,3
2023-01-16,20,4,3473,3
2023-04-14,46,10,2937,3
2023-08-09,20,5,2615,5
2023-02-15,9,9,4563,2
2023-01-21,33,5,2615,5
2023-10-27,99,6,3962,3
2023-10-22,11,2,155,4
2023-01-27,59,4,3473,3
2023-12-25,10,9,4563,4
2023-02-26,13,10,2937,1
2023-03-10,11,9,4563,4
2023-05-23,2,10,2937,2
2023-05-10,81,10,2937,2
2023-04-26,82,5,2615,5
2023-10-22,46,6,3962,3
2023-09-25,34,3,757,4
2023-09-16,53,10,2937,2
2023-01-28,84,2,155,3
2023-12-20,79,10,2937,3
2023-04-27,33,2,155,3
2023-03-24,98,1,4989,4
2023-07-03,96,10,2937,5
2023-04-27,88,10,2937,3
2023-09-07,68,4,3473,5
2023-03-29,70,8,4531,1
2023-02-26,46,5,2615,3
2023-01-25,75,1,4989,1
2023-03-15,52,9,4563,3
2023-04-23,5,1,4989,3
2023-02-28,78,2,155,4
2023-02-08,67,10,2937,1
2023-08-30,47,10,2937,1
2023-06-01,16,6,3962,4
2023-05-31,90,1,4989,2
2023-12-28,36,5,2615,2
2023-06-02,86,5,2615,3
2023-05-14,41,9,4563,1
2023-10-29,96,5,2615,2
2023-06-02,91,6,3962,1
2023-07-07,53,3,757,5
2023-04-19,36,5,2615,3
2023-08-27,9,2,155,3
2023-05-26,42,10,2937,2
2023-11-07,92,3,757,1
2023-01-30,81,1,4989,1
2023-07-09,79,2,155,1
2023-11-28,20,2,155,3
2023-04-11,35,6,3962,1
2023-03-21,59,5,2615,5
2023-04-22,42,9,4563,4
2023-05-04,51,3,757,2
2023-03-27,72,1,4989,2
2023-03-08,46,1,4989,5
2023-01-25,99,4,3473,2
2023-11-26,71,5,2615,2
2023-07-19,73,5,2615,3
2023-12-22,98,8,4531,3
2023-06-28,9,9,4563,4
2023-10-17,74,7,3625,3
2023-03-29,40,9,4563,1
2023-06-04,5,7,3625,3
2023-12-13,69,3,757,5
2023-02-09,37,4,3473,2
2023-11-29,33,4,3473,5
2023-08-24,54,7,3625,2
2023-02-16,99,10,2937,1
2023-02-01,14,5,2615,1
2023-06-17,49,3,757,4
2023-01-28,27,1,4989,5
2023-05-01,84,9,4563,2
2023-08-19,86,6,3962,1
2023-09-04,36,3,757,3
2023-02-21,27,5,2615,3
2023-09-05,21,10,2937,5
2023-07-29,52,6,3962,5
2023-07-03,67,2,155,4
2023-04-25,57,5,2615,3
2023-08-25,71,1,4989,3
2023-06-15,25,3,757,4
2023-04-15,56,8,4531,5
2023-04-02,14,6,3962,2
2023-11-05,30,6,3962,4
2023-02-17,21,2,155,4
2023-06-20,70,5,2615,3
2023-05-03,56,9,4563,4
2023-08-15,41,1,4989,4
2023-04-21,59,10,2937,5
2023-05-31,1,4,3473,3
2023-03-21,65,8,4531,1
2023-06-09,88,10,2937,1
2023-02-03,63,8,4531,5
2023-02-04,37,6,3962,1
2023-05-25,89,5,2615,4
2023-11-21,69,1,4989,1
2023-04-18,16,4,3473,2
2023-12-01,7,3,757,3
2023-10-15,73,1,4989,1
2023-12-04,86,7,3625,2
2023-06-28,93,9,4563,1
2023-05-05,94,9,4563,5
2023-01-26,7,7,3625,3
2023-06-20,28,9,4563,4
2023-08-27,66,4,3473,4
2023-06-23,77,8,4531,5
2023-04-27,16,4,3473,2
2023-09-30,6,8,4531,2
2023-03-26,72,1,4989,4
2023-02-05,93,8,4531,5
2023-11-20,8,4,3473,4
2023-02-06,100,9,4563,1
2023-10-23,91,1,4989,4
2023-11-18,6,7,3625,4
2023-06-08,50,1,4989,4
2023-03-05,76,4,3473,3
2023-03-28,90,10,2937,3
2023-07-30,3,10,2937,3
2023-08-30,95,7,3625,4
2023-10-31,70,6,3962,5
2023-12-19,97,2,155,4
2023-11-25,69,5,2615,1
2023-08-16,42,7,3625,5
2023-03-01,11,9,4563,1
2023-03-26,37,7,3625,2
2023-10-01,25,8,4531,5
2023-01-15,34,3,757,4
2023-04-30,9,3,757,3
2023-08-05,68,6,3962,3
2023-11-27,28,8,4531,2
2023-09-04,53,5,2615,3
2023-11-13,48,1,4989,1
2023-06-28,29,3,757,3
2023-06-16,91,4,3473,4
2023-05-26,92,10,2937,1
2023-05-20,69,1,4989,5
2023-02-27,4,2,155,4
2023-09-08,21,7,3625,2
2023-11-05,2,2,155,3
2023-09-11,36,2,155,3
2023-02-19,12,6,3962,1
2023-07-11,87,9,4563,5
2023-11-15,14,3,757,3
2023-10-29,54,9,4563,1
2023-08-12,56,10,2937,3
2023-05-14,67,2,155,5
2023-12-16,8,4,3473,2
2023-07-26,39,5,2615,2
2023-10-08,46,4,3473,4
2023-09-21,68,9,4563,1
2023-10-29,96,9,4563,4
2023-10-09,3,6,3962,3
2023-10-07,74,3,757,5
2023-09-09,10,2,155,3
2023-01-14,71,8,4531,4
2023-01-06,91,6,3962,5
2023-04-10,86,7,3625,2
2023-05-26,54,3,757,2
2023-04-29,31,8,4531,1
2023-07-05,42,3,757,4
2023-03-06,71,3,757,3
2023-06-04,96,8,4531,4
2023-05-15,8,8,4531,3
2023-12-23,50,7,3625,4
2023-02-12,13,6,3962,5
2023-05-22,50,8,4531,2
2023-06-13,96,1,4989,2
2023-05-21,68,8,4531,1
2023-09-27,33,9,4563,5
2023-09-11,23,4,3473,3
2023-06-14,5,7,3625,3
2023-06-26,44,10,2937,3
2023-10-11,91,7,3625,4
2023-10-21,27,2,155,1
2023-11-05,34,1,4989,5
2023-03-25,66,1,4989,4
2023-12-24,48,9,4563,3
2023-12-19,34,9,4563,4
2023-12-23,54,2,155,1
2023-05-27,36,1,4989,4
2023-07-04,61,1,4989,1
2023-06-06,68,6,3962,5
2023-03-27,71,9,4563,1
2023-03-17,51,7,3625,2
2023-06-30,26,9,4563,3
2023-10-22,9,5,2615,4
2023-05-25,33,2,155,1
2023-01-25,49,2,155,5
2023-06-26,18,8,4531,2
2023-05-02,91,2,155,4
2023-05-16,14,1,4989,3
2023-02-06,73,10,2937,1
2023-12-02,3,5,2615,2
2023-05-02,57,3,757,1
2023-04-23,33,5,2615,5
2023-01-16,82,10,2937,1
2023-11-17,61,3,757,2
2023-03-17,84,9,4563,2
2023-12-27,53,1,4989,5
2023-08-27,19,6,3962,3
2023-04-05,33,1,4989,2
2023-03-17,35,4,3473,4
2023-02-21,31,7,3625,4
2023-11-15,52,10,2937,2
2023-10-31,75,9,4563,5
2023-12-31,87,6,3962,5
2023-10-02,11,2,155,5
2023-05-08,96,7,3625,4
2023-08-31,7,1,4989,2
2023-08-17,68,1,4989,1
2023-05-12,14,6,3962,4
2023-07-25,32,6,3962,4
2023-08-22,44,9,4563,4
2023-04-15,50,10,2937,5
2023-05-29,36,2,155,5
2023-07-28,89,4,3473,4
2023-01-11,50,8,4531,1
2023-10-11,57,2,155,2
2023-02-15,3,4,3473,3
2023-03-11,23,5,2615,2
2023-02-28,33,2,155,1
2023-02-12,70,8,4531,5
2023-08-24,45,4,3473,4
2023-03-11,98,1,4989,5
2023-03-12,15,5,2615,3
2023-10-01,16,5,2615,1
2023-07-09,88,1,4989,3
2023-02-11,96,2,155,1
2023-10-18,100,5,2615,2
2023-11-11,27,7,3625,5
2023-03-11,30,10,2937,4
2023-12-22,21,5,2615,2
2023-06-04,32,2,155,1
2023-03-13,97,4,3473,2
2023-07-04,43,9,4563,5
2023-09-30,91,5,2615,5
2023-10-01,55,4,3473,1
2023-10-28,95,1,4989,4
2023-01-19,52,3,757,2
2023-11-19,71,4,3473,2
2023-11-04,12,9,4563,1
2023-10-10,2,3,757,1
2023-11-07,56,9,4563,3
2023-02-21,22,3,757,3
2023-12-15,93,8,4531,3
2023-02-16,56,5,2615,1
2023-12-25,19,4,3473,4
2023-03-09,35,7,3625,1
2023-03-03,41,4,3473,3
2023-08-30,98,10,2937,5
2023-04-09,88,3,757,2
2023-07-29,80,5,2615,3
2023-10-09,47,1,4989,1
2023-11-28,70,5,2615,1
2023-01-09,29,8,4531,1
2023-05-17,17,7,3625,3
2023-05-25,71,6,3962,2
2023-08-11,11,6,3962,5
2023-04-11,64,10,2937,1
2023-04-06,7,2,155,1
2023-08-18,17,1,4989,2
2023-04-25,45,10,2937,2
2023-08-28,39,5,2615,4
2023-02-04,71,8,4531,2
2023-04-14,64,10,2937,4
2023-12-25,66,4,3473,2
2023-12-02,37,10,2937,2
2023-12-01,54,4,3473,3
2023-06-16,3,4,3473,4
2023-12-08,4,9,4563,3
2023-12-23,50,8,4531,2
2023-07-04,93,8,4531,3
2023-03-01,95,9,4563,4
2023-12-31,19,4,3473,3
2023-06-19,96,3,757,2
2023-09-23,93,8,4531,3
2023-04-02,35,5,2615,1
2023-05-07,2,1,4989,5
2023-06-10,26,9,4563,4
2023-10-28,41,9,4563,4
2023-02-15,21,3,757,3
2023-06-21,14,4,3473,4
2023-04-09,76,10,2937,4
2023-09-21,54,3,757,5
2023-02-19,5,10,2937,3
2023-04-30,33,6,3962,5
2023-12-27,40,1,4989,5
2023-06-05,69,10,2937,5
2023-04-06,96,6,3962,4
2023-01-10,47,6,3962,3
2023-12-15,84,6,3962,3
2023-09-26,30,6,3962,1
2023-04-04,79,8,4531,3
2023-09-29,8,1,4989,5
2023-04-13,33,6,3962,4
2023-02-11,7,7,3625,2
2023-02-18,49,6,3962,5
2023-04-04,11,2,155,5
2023-09-16,89,5,2615,3
2023-11-13,90,10,2937,4
2023-01-19,68,5,2615,1
2023-12-24,13,8,4531,2
2023-08-20,28,1,4989,2
2023-08-05,45,6,3962,5
2023-09-03,58,8,4531,5
2023-01-02,63,10,2937,1
2023-02-13,49,6,3962,3
2023-05-13,49,10,2937,4
2023-09-10,10,3,757,4
2023-02-18,99,5,2615,1
2023-06-12,24,1,4989,4
2023-07-04,94,9,4563,5
2023-10-09,51,8,4531,1
2023-09-29,86,6,3962,1
2023-11-10,93,4,3473,5
2023-08-25,70,10,2937,2
2023-09-02,22,8,4531,5
2023-10-12,57,9,4563,3
2023-03-27,56,7,3625,3
2023-07-01,98,8,4531,1
2023-10-29,4,4,3473,2
2023-11-24,44,5,2615,2
2023-10-12,86,8,4531,4
2023-07-27,9,2,155,4
2023-07-14,30,1,4989,4
2023-06-14,61,7,3625,3
2023-03-02,77,7,3625,5
2023-01-01,20,8,4531,1
2023-04-21,11,10,2937,3
2023-04-22,52,5,2615,2
2023-03-29,50,6,3962,5
2023-06-10,24,7,3625,2
2023-07-05,5,1,4989,5
2023-09-18,93,9,4563,4
2023-12-07,33,2,155,5
2023-04-05,58,4,3473,1
2023-09-13,69,5,2615,4
2023-01-26,86,3,757,5
2023-06-07,56,10,2937,1
2023-03-15,84,8,4531,1
2023-03-13,2,1,4989,3
2023-01-19,20,10,2937,1
2023-12-18,90,7,3625,4
2023-03-06,55,7,3625,5
2023-04-15,23,1,4989,4
2023-10-20,13,7,3625,2
2023-07-22,59,6,3962,3
2023-07-06,44,1,4989,1
2023-06-18,4,10,2937,2
2023-10-09,28,4,3473,3
2023-06-23,21,10,2937,4
2023-12-07,86,8,4531,2
2023-11-28,18,7,3625,3
2023-03-05,27,8,4531,5
2023-05-28,74,1,4989,4
2023-12-21,43,7,3625,4
2023-10-19,68,6,3962,3
2023-07-06,38,7,3625,2
2023-10-11,88,4,3473,2
2023-12-09,64,10,2937,1
2023-04-01,18,9,4563,3
2023-04-22,9,10,2937,2
2023-01-23,21,5,2615,4
2023-04-25,71,6,3962,5
2023-05-24,50,5,2615,1
2023-11-29,61,9,4563,3
2023-05-16,30,2,155,4
2023-06-25,37,9,4563,1
2023-12-10,100,7,3625,2
2023-03-21,91,7,3625,2
2023-08-14,36,6,3962,4
2023-12-07,3,9,4563,3
2023-10-11,92,10,2937,1
2023-09-23,21,5,2615,2
2023-10-21,90,10,2937,4
2023-11-28,5,2,155,3
2023-12-07,92,9,4563,4
2023-11-09,72,7,3625,3
2023-02-26,85,5,2615,4
2023-06-04,48,8,4531,5
2023-10-11,36,3,757,1
2023-04-28,15,1,4989,2
2023-10-31,83,6,3962,4
2023-01-19,1,3,757,1
2023-03-14,56,5,2615,4
2023-05-06,95,10,2937,2
2023-08-16,69,6,3962,4
2023-11-18,74,2,155,2
2023-02-20,2,2,155,4
2023-09-26,100,8,4531,1
2023-11-20,60,4,3473,4
2023-10-24,93,4,3473,5
2023-09-24,44,10,2937,1
2023-08-06,21,5,2615,1
2023-06-24,96,7,3625,3
2023-04-16,2,6,3962,2
2023-11-06,91,6,3962,4
2023-03-19,22,1,4989,5
2023-11-17,12,4,3473,2
2023-01-05,27,3,757,3
2023-06-25,49,5,2615,2
2023-10-25,4,5,2615,5
2023-08-06,11,5,2615,1
2023-07-06,88,3,757,1
2023-05-07,87,10,2937,3
2023-01-09,21,8,4531,4
2023-10-18,48,4,3473,5
2023-12-20,19,2,155,2
2023-04-18,40,6,3962,4
2023-04-07,75,3,757,2
2023-12-08,20,5,2615,2
2023-02-08,89,2,155,3
2023-04-05,38,7,3625,4
2023-01-16,11,8,4531,1
2023-03-10,73,2,155,1
2023-09-15,44,6,3962,5
2023-08-04,70,9,4563,3
2023-04-04,65,3,757,1
2023-11-25,36,2,155,5
2023-02-22,28,1,4989,2
2023-01-07,87,9,4563,2
2023-07-19,10,4,3473,5
2023-05-23,27,5,2615,1
2023-07-16,32,4,3473,1
2023-02-08,14,3,757,5
2023-03-04,54,7,3625,1
2023-07-19,58,8,4531,1
2023-10-27,30,1,4989,4
2023-08-05,5,10,2937,1
2023-09-14,9,5,2615,3
2023-12-20,28,8,4531,2
2023-10-10,12,4,3473,3
2023-02-14,49,7,3625,1
2023-01-08,93,5,2615,5
2023-03-09,55,1,4989,5
2023-05-05,50,2,155,3
2023-12-15,55,2,155,2
2023-06-02,32,10,2937,5
2023-01-09,80,6,3962,5
2023-04-29,52,10,2937,4
2023-10-08,27,4,3473,5
2023-03-12,54,9,4563,3
2023-01-29,45,4,3473,2
2023-09-09,78,2,155,3
2023-12-03,86,9,4563,3
2023-10-20,51,5,2615,5
2023-01-05,21,6,3962,3
2023-04-09,77,8,4531,4
2023-07-21,41,10,2937,3
2023-01-21,94,1,4989,2
2023-05-09,3,7,3625,2
2023-08-01,88,4,3473,4
2023-10-31,74,4,3473,2
2023-03-17,69,3,757,5
2023-08-30,10,5,2615,1
2023-06-05,60,7,3625,5
2023-03-30,30,2,155,5
2023-09-14,33,8,4531,3
2023-10-19,27,8,4531,3
2023-05-01,86,5,2615,4
2023-12-13,30,3,757,1
2023-04-15,6,6,3962,4
2023-07-23,15,9,4563,4
2023-03-21,89,4,3473,1
2023-11-01,57,4,3473,2
2023-12-08,7,7,3625,3
2023-01-28,35,1,4989,5
2023-03-27,81,1,4989,5
2023-05-08,97,2,155,2
2023-06-17,7,10,2937,4
2023-08-30,65,6,3962,1
2023-09-28,81,9,4563,1
2023-07-23,32,3,757,4
2023-05-11,51,3,757,3
2023-07-15,72,6,3962,1
2023-04-30,74,1,4989,4
2023-01-19,44,8,4531,5
2023-07-06,37,9,4563,4
2023-08-19,11,1,4989,4
2023-04-02,23,6,3962,3
2023-09-23,95,8,4531,3
2023-06-29,22,10,2937,5
2023-08-21,82,4,3473,4
2023-08-07,92,4,3473,2
2023-04-21,33,7,3625,1
2023-10-09,73,7,3625,3
2023-09-11,29,9,4563,2
2023-11-08,78,4,3473,5
2023-04-19,5,6,3962,5
2023-02-25,83,8,4531,4
2023-06-14,74,2,155,5
2023-09-24,81,2,155,3
2023-10-22,95,8,4531,3
2023-09-24,84,7,3625,4
2023-11-01,49,10,2937,1
2023-07-07,58,3,757,3
2023-04-12,50,3,757,2
2023-06-01,56,10,2937,5
2023-09-02,66,7,3625,5
2023-02-12,95,2,155,3
2023-05-10,87,9,4563,2
2023-10-28,85,6,3962,2
2023-09-24,29,9,4563,5
2023-11-12,39,5,2615,1
2023-08-05,87,3,757,1
2023-01-01,84,7,3625,4
2023-05-06,7,6,3962,5
2023-07-23,89,1,4989,2
2023-04-13,91,2,155,4
2023-05-07,43,10,2937,1
2023-04-07,62,1,4989,1
2023-07-25,87,6,3962,1
2023-12-22,82,9,4563,3
2023-06-29,4,2,155,1
2023-11-03,32,9,4563,1
2023-11-02,88,2,155,1
2023-06-27,27,2,155,4
2023-11-22,82,8,4531,2
2023-05-08,66,9,4563,5
2023-03-22,40,6,3962,4
2023-02-09,91,7,3625,2
2023-05-17,2,9,4563,1
2023-04-07,45,9,4563,2
2023-11-30,40,3,757,1
2023-05-30,39,6,3962,4
2023-02-02,15,8,4531,2
2023-10-18,85,1,4989,5
2023-06-23,98,10,2937,1
2023-07-26,38,5,2615,4
2023-05-22,32,1,4989,3
2023-11-17,54,5,2615,5
2023-05-10,30,2,155,3
2023-08-24,39,6,3962,3
2023-09-21,88,7,3625,3
2023-10-18,20,2,155,2
2023-03-02,54,5,2615,1
2023-03-26,95,8,4531,2
2023-07-30,69,8,4531,5
2023-07-18,30,9,4563,5
2023-08-26,14,1,4989,5
2023-03-12,78,3,757,1
2023-10-29,55,9,4563,4
2023-10-17,47,3,757,2
2023-12-03,26,5,2615,1
2023-04-22,71,2,155,5
2023-08-03,38,7,3625,1
2023-04-04,76,4,3473,3
2023-07-20,37,7,3625,3
2023-12-06,60,2,155,4
2023-03-12,86,4,3473,5
2023-09-24,69,9,4563,4
2023-03-15,20,4,3473,1
2023-04-16,19,10,2937,2
2023-12-05,90,7,3625,4
2023-03-14,39,10,2937,1
2023-10-24,79,2,155,2
2023-03-30,42,9,4563,5
2023-10-24,45,10,2937,5
2023-01-08,3,8,4531,3
2023-05-29,12,9,4563,2
2023-11-22,54,7,3625,1
2023-11-17,23,6,3962,1
2023-01-25,63,4,3473,5
2023-03-30,51,9,4563,3
2023-12-23,64,5,2615,1
2023-01-28,65,10,2937,1
2023-12-19,10,1,4989,1
2023-02-10,28,4,3473,1
2023-04-17,71,2,155,4
2023-12-16,4,3,757,5
2023-05-06,63,2,155,1
2023-03-28,94,7,3625,2
2023-12-07,2,9,4563,2
2023-12-01,68,8,4531,2
2023-03-05,73,4,3473,5
2023-01-06,45,9,4563,3
2023-08-26,69,8,4531,4
2023-04-28,76,6,3962,1
2023-04-06,25,6,3962,1
2023-12-12,58,1,4989,5
2023-04-29,48,1,4989,2
2023-07-03,2,5,2615,2
2023-10-13,10,5,2615,3
2023-12-30,1,10,2937,4
2023-06-25,23,8,4531,1
2023-02-06,6,4,3473,5
2023-06-14,10,10,2937,1
2023-02-06,31,5,2615,4
2023-10-11,25,1,4989,1
2023-06-12,71,5,2615,5
2023-06-13,84,5,2615,2
2023-05-28,77,4,3473,1
2023-08-13,6,9,4563,1
2023-07-06,5,9,4563,3
2023-06-28,8,5,2615,1
2023-10-04,55,2,155,4
2023-04-07,28,10,2937,3
2023-07-05,48,7,3625,3
2023-09-10,5,1,4989,5
2023-01-20,96,2,155,2
2023-12-08,82,1,4989,1
2023-09-08,31,8,4531,3
2023-05-30,49,1,4989,2
2023-01-19,72,7,3625,5
2023-06-25,51,5,2615,5
2023-04-02,5,6,3962,4
2023-01-20,97,10,2937,3
2023-05-02,53,8,4531,3
2023-05-21,52,4,3473,4
2023-09-04,95,2,155,2
2023-04-20,46,10,2937,4
2023-09-26,27,7,3625,2
2023-02-07,43,3,757,5
2023-08-11,16,10,2937,4
2023-11-14,62,8,4531,5
2023-08-10,100,9,4563,5
2023-04-12,74,8,4531,2
2023-05-10,90,5,2615,5
2023-03-18,19,5,2615,4
2023-08-08,93,5,2615,3
2023-06-15,3,10,2937,3
2023-10-07,6,2,155,3
2023-01-14,17,3,757,5
2023-10-27,81,8,4531,4
2023-07-27,65,5,2615,3
2023-01-26,45,8,4531,1
2023-01-09,20,2,155,5
2023-09-06,2,8,4531,3
2023-06-25,65,4,3473,5
2023-04-27,96,2,155,4
2023-12-13,63,4,3473,2
2023-01-17,37,6,3962,4
2023-03-04,18,1,4989,1
2023-05-25,46,3,757,1
2023-08-30,49,1,4989,5
2023-02-26,19,5,2615,2
2023-10-30,41,6,3962,2
2023-01-02,98,10,2937,3
2023-12-03,43,9,4563,2
2023-08-16,33,8,4531,4
2023-09-09,63,10,2937,1
2023-06-15,93,1,4989,3
2023-04-09,14,5,2615,2
2023-08-02,50,9,4563,1
2023-05-15,72,4,3473,5
2023-03-30,71,6,3962,2
2023-04-01,79,7,3625,3
2023-12-24,2,3,757,5
2023-09-02,49,9,4563,4
2023-04-20,40,3,757,3
2023-04-22,69,4,3473,2
2023-01-23,35,7,3625,5
2023-06-19,19,3,757,1
2023-11-09,4,8,4531,2
2023-12-10,51,5,2615,4
2023-01-09,45,6,3962,5
2023-01-08,87,8,4531,5
2023-07-31,52,8,4531,5
2023-07-04,68,8,4531,1
2023-04-15,50,5,2615,4
2023-05-10,91,1,4989,1
2023-12-25,35,3,757,3
2023-07-28,13,6,3962,5
2023-04-22,97,8,4531,1
2023-04-19,66,9,4563,5
2023-09-05,8,8,4531,3
2023-09-02,64,1,4989,3
2023-05-06,51,8,4531,1
2023-09-14,46,5,2615,4
2023-02-04,32,3,757,2
2023-04-08,40,3,757,3
2023-03-26,44,8,4531,4
2023-09-29,32,3,757,3
2023-11-01,55,3,757,4
2023-03-01,96,2,155,2
2023-04-24,12,7,3625,1
2023-07-08,38,7,3625,1
2023-07-30,21,3,757,4
2023-10-31,32,5,2615,3
2023-06-16,14,6,3962,4
2023-06-25,37,6,3962,4
2023-11-24,29,1,4989,2
2023-10-05,3,10,2937,2
2023-03-07,21,1,4989,3
2023-12-22,86,10,2937,5
2023-11-18,6,4,3473,5
2023-10-08,23,7,3625,3
2023-11-06,49,9,4563,4
2023-04-13,63,10,2937,2
2023-05-08,4,8,4531,3
2023-05-18,29,9,4563,4
2023-07-31,94,3,757,3
2023-08-18,55,9,4563,1
2023-12-08,64,8,4531,3
2023-11-15,17,1,4989,4
2023-04-22,88,2,155,3
2023-04-26,84,5,2615,1
2023-07-16,32,1,4989,1
2023-09-05,27,6,3962,1
2023-12-19,21,4,3473,3
2023-03-03,9,1,4989,1
2023-07-24,84,2,155,5
2023-04-11,97,1,4989,3
2023-12-11,75,3,757,5
2023-11-14,92,8,4531,5
2023-12-31,91,1,4989,5
2023-01-22,13,4,3473,1
2023-02-26,96,8,4531,5
2023-03-27,50,9,4563,3
2023-03-29,35,10,2937,5
2023-08-27,3,2,155,2
2023-11-21,43,5,2615,3
2023-01-11,56,2,155,5
2023-08-31,72,6,3962,4
2023-06-17,74,10,2937,4
2023-11-29,11,4,3473,3
2023-08-15,53,8,4531,5
2023-10-02,4,9,4563,3
2023-07-19,79,5,2615,5
2023-04-04,88,5,2615,2
2023-09-14,49,7,3625,1
2023-06-14,38,8,4531,5
2023-11-04,28,5,2615,3
2023-10-28,82,4,3473,5
2023-06-27,13,3,757,3
2023-02-22,22,2,155,1
2023-03-17,10,4,3473,4
2023-07-31,24,9,4563,1
2023-04-27,75,5,2615,3
2023-11-15,91,4,3473,5
2023-05-23,60,10,2937,2
2023-05-04,99,8,4531,4
2023-05-27,4,4,3473,3
2023-03-26,81,6,3962,1
2023-01-15,39,10,2937,2
2023-02-28,67,1,4989,4
2023-02-17,73,7,3625,5
2023-09-26,77,3,757,1
2023-03-14,21,7,3625,3
2023-12-26,91,6,3962,1
2023-01-07,69,1,4989,5
2023-08-21,92,9,4563,4
2023-12-22,34,8,4531,2
2023-04-04,20,1,4989,5
2023-01-07,46,7,3625,3
2023-03-27,82,2,155,3
2023-06-25,27,2,155,1
2023-10-05,94,6,3962,3
2023-07-31,41,9,4563,4
2023-02-14,35,1,4989,4
2023-07-12,13,6,3962,4
2023-05-29,66,7,3625,5
2023-03-02,46,2,155,5
2023-09-12,35,5,2615,2
2023-02-12,13,3,757,1
2023-01-08,36,8,4531,1
2023-11-09,45,4,3473,5
2023-06-16,36,5,2615,4
2023-06-13,82,10,2937,2
2023-05-17,45,9,4563,5
2023-08-05,87,4,3473,4
2023-01-26,72,10,2937,4
2023-02-19,18,2,155,5
2023-02-04,16,8,4531,3
2023-02-04,35,8,4531,3
2023-01-01,35,3,757,5
2023-02-09,91,10,2937,2
2023-01-06,40,7,3625,4
2023-05-06,15,3,757,1
2023-08-23,18,8,4531,3
2023-08-29,54,1,4989,2
2023-03-17,8,2,155,3
2023-08-20,19,3,757,1
2023-05-05,38,6,3962,3
2023-03-21,52,8,4531,4
2023-07-08,25,1,4989,1
2023-04-08,78,6,3962,2
2023-05-17,81,6,3962,3
2023-10-15,98,2,155,5
2023-09-27,3,4,3473,2
2023-11-11,35,8,4531,5
2023-02-22,51,5,2615,4
2023-12-28,87,10,2937,2
2023-08-29,89,4,3473,2
2023-03-03,10,10,2937,1
2023-06-30,96,5,2615,4
2023-02-05,99,9,4563,1
2023-09-05,35,7,3625,3
2023-11-27,8,3,757,5
2023-01-07,19,7,3625,2
2023-08-02,58,2,155,1
2023-07-22,18,4,3473,3
2023-02-09,1,7,3625,3
2023-05-12,55,6,3962,2
2023-12-22,4,7,3625,4
2023-01-26,10,10,2937,2
2023-10-23,67,3,757,3
2023-10-09,33,9,4563,5
2023-09-11,35,8,4531,3
2023-03-15,65,9,4563,3
2023-01-26,93,9,4563,3
2023-05-02,71,5,2615,4
2023-09-22,94,4,3473,3
2023-04-28,98,3,757,2
2023-07-23,63,1,4989,2
2023-10-21,14,8,4531,1
2023-03-11,99,3,757,3
2023-12-29,90,7,3625,2
2023-07-19,72,10,2937,5
2023-02-06,16,4,3473,1
2023-01-17,24,5,2615,1
2023-05-07,75,2,155,1
2023-09-15,28,10,2937,3
2023-04-22,94,5,2615,1
2023-02-19,30,1,4989,4
2023-12-10,85,5,2615,2
2023-12-15,2,10,2937,1
2023-02-10,73,2,155,4
2023-01-22,77,1,4989,5
2023-12-06,80,4,3473,4
2023-03-14,18,10,2937,4
2023-10-27,21,3,757,3
2023-05-17,41,3,757,3
2023-05-01,30,4,3473,3
2023-11-28,54,10,2937,5
2023-10-18,18,4,3473,4
2023-10-02,85,4,3473,2
2023-04-15,97,3,757,5
2023-08-08,72,8,4531,1
2023-08-02,84,8,4531,5
2023-03-12,86,7,3625,2
